food_id,food_name,calories,protein,carbs,fats,MealType,diabetes_friendly,kidney_friendly,obesity_friendly
0,Roti 1,191,3.303187122190174,11.317433673632797,4.192067971322064,Breakfast,1,0,1
1,Dal 1,170,27.948155225646488,37.335147282016734,1.1694922264199183,Snacks,0,0,0
2,Rice 1,351,11.033281184287906,11.647940595833344,15.382079393872656,Snacks,0,0,0
3,Vegetable Curry 1,209,28.99506122083059,31.70296986060619,8.221793039993699,Snacks,1,0,0
4,Chicken Curry 1,410,28.698743612980465,26.73269169991847,24.37005530944925,Dinner,0,1,1
5,Fish Curry 1,382,25.79414721333444,18.91907294534967,1.8082907734701434,Breakfast,1,1,0
6,Sambar 1,351,6.708701293101241,56.79361064988674,17.708772840341748,Dinner,1,1,0
7,Idli 1,126,2.9288885561594045,61.52021825302858,6.6855294844062625,Lunch,1,1,1
8,Dosa 1,197,27.992364392294004,12.55434031080195,16.02416847181192,Dinner,1,1,0
9,Upma 1,146,12.456672931596504,47.96311811101654,24.323581513649422,Lunch,0,1,0
10,Poha 1,380,24.40943962921486,30.55539510664785,5.764250778974467,Lunch,1,1,1
11,Paratha 1,158,10.12276166596707,48.16362481820717,2.289486848180773,Lunch,1,0,0
12,Paneer Tikka 1,355,16.560737618839624,22.021438534576124,8.65953046117495,Snacks,0,1,0
13,Mixed Veg 1,387,12.080004642529303,5.049403882220814,1.3349524066744118,Lunch,1,0,1
14,Dal Makhani 1,493,10.902702496052152,71.8033325274013,2.8157665691389218,Dinner,1,1,0
15,Biryani 1,115,24.825294460636382,6.319826442613934,13.324145134369019,Lunch,0,0,1
16,Pulao 1,195,9.411161312884065,35.48524940444323,10.163817672640953,Dinner,0,1,1
17,Khichdi 1,474,27.263908392161827,63.65111170793593,13.94764674652465,Snacks,1,0,0
18,Salad 1,281,8.372876752034777,65.3147661832233,8.788655607616306,Lunch,0,0,1
19,Soup 1,118,17.03117588014186,37.03828638787437,21.235426735709115,Lunch,1,1,0
20,Roti 2,66,6.900981661053771,56.0906366791996,6.799676258946993,Dinner,1,1,1
21,Dal 2,360,22.558948066337212,64.54545637751309,23.665161335049568,Breakfast,1,0,1
22,Rice 2,181,8.691508565641701,37.16162427090759,11.162830694744754,Lunch,1,0,1
23,Vegetable Curry 2,486,26.344127919082606,12.816320107298196,16.806057400954725,Snacks,0,1,1
24,Chicken Curry 2,356,9.46835427946503,39.4241506941797,11.409123390195067,Breakfast,1,1,0
25,Fish Curry 2,361,26.65177488534504,54.182667923888005,17.516016201646693,Lunch,0,0,1
26,Sambar 2,411,24.268034054559003,17.272034546940194,22.004324588508723,Dinner,1,1,1
27,Idli 2,461,22.106114437894842,14.013165285595887,4.038439123058626,Breakfast,0,0,1
28,Dosa 2,384,15.394840627522775,72.88106551349536,2.2903209214898803,Lunch,0,1,1
29,Upma 2,341,5.213983940936014,79.06601698600068,4.702101518019127,Snacks,1,1,1
30,Poha 2,407,7.657635244630187,73.66275981854353,24.200306920612135,Lunch,1,0,1
31,Paratha 2,397,9.985791593237767,28.8682058348243,14.912842606231752,Snacks,1,0,0
32,Paneer Tikka 2,368,20.278557209513966,31.05332438541885,22.24773138370464,Breakfast,1,1,1
33,Mixed Veg 2,99,1.2432974565512884,35.04119629411002,16.2237480593978,Breakfast,1,1,0
34,Dal Makhani 2,447,12.010138304415332,52.894872740769394,1.6684804357087026,Lunch,1,1,1
35,Biryani 2,327,16.093348361650854,19.968850953248463,3.2030894326878405,Breakfast,1,1,1
36,Pulao 2,373,4.655355246659764,57.24282703271961,9.566499690542285,Dinner,1,1,1
37,Khichdi 2,157,22.496161246029107,73.94752078399482,20.375095374854553,Lunch,0,1,1
38,Salad 2,410,27.047512208127728,44.79357143950245,9.974690389962536,Lunch,1,0,1
39,Soup 2,453,23.311032085214084,72.06851440224929,23.277924681075916,Breakfast,0,0,0
40,Roti 3,366,3.5863666216842476,51.456949345762766,10.886008580976593,Dinner,1,0,1
41,Dal 3,87,10.737795436986785,9.040972244743527,23.17916792047796,Dinner,1,0,1
42,Rice 3,309,10.455175931638479,33.17517734431756,18.786504791957782,Breakfast,1,1,1
43,Vegetable Curry 3,233,12.80492041814401,68.76319178750978,7.767730104625317,Snacks,1,1,1
44,Chicken Curry 3,134,2.5575305546270366,71.83231717872505,21.99422582800381,Breakfast,1,1,1
45,Fish Curry 3,238,22.592629747757396,23.969726414308223,10.578449760779566,Lunch,1,1,1
46,Sambar 3,81,10.403546651634652,71.44038291187525,15.703406918716045,Breakfast,1,1,0
47,Idli 3,107,13.743199156101415,27.221188935998903,4.599290541470951,Breakfast,1,1,0
48,Dosa 3,124,1.7770396413335403,56.1659011095832,14.465133360138854,Breakfast,1,1,1
49,Upma 3,279,28.252944088493475,79.06321813878343,2.446754673930423,Lunch,1,0,1
50,Poha 3,120,15.346156575505258,55.878765922048366,20.79053240173075,Lunch,0,1,1
51,Paratha 3,432,8.464827259202249,15.762116330220401,21.0366153974183,Breakfast,0,0,1
52,Paneer Tikka 3,434,3.2963876443397404,14.489540143556614,14.208102465115882,Snacks,1,1,0
53,Mixed Veg 3,100,6.063729288135147,27.417215317707548,17.746058374464397,Dinner,0,0,1
54,Dal Makhani 3,90,10.419977020163895,49.54703623861296,2.883620707684149,Lunch,0,0,0
55,Biryani 3,408,26.643881141950718,33.4129871726288,24.5538686536537,Lunch,0,1,1
56,Pulao 3,204,14.89233037367088,68.29688670251909,13.177743633343837,Snacks,1,0,1
57,Khichdi 3,401,11.937348563519102,29.70453566881372,18.923375043192156,Snacks,1,0,1
58,Salad 3,203,27.6711893458545,59.83157151881948,7.601581650689902,Breakfast,1,0,1
59,Soup 3,483,19.027207276956794,48.25166729390931,18.84347960269998,Lunch,1,1,0
60,Roti 4,286,20.522060323330457,55.71056821052726,21.404147163946377,Snacks,1,1,1
61,Dal 4,97,5.254058157074257,52.09715280013688,18.061939314974374,Snacks,1,1,1
62,Rice 4,270,6.603004865817189,34.48197522594688,15.156075206758771,Snacks,1,0,1
63,Vegetable Curry 4,190,24.5814617494267,63.45230610621468,18.973491412655775,Dinner,1,1,0
64,Chicken Curry 4,372,23.797372490770677,65.65665596079347,22.999642207692965,Dinner,1,1,1
65,Fish Curry 4,213,23.794013556069057,60.369613137716215,10.411756612029567,Snacks,0,1,1
66,Sambar 4,246,2.9003105318998768,17.394449631890872,13.206605203783436,Breakfast,1,0,1
67,Idli 4,50,8.452610168759625,70.29569621321784,11.29666028186326,Breakfast,1,1,1
68,Dosa 4,287,12.607729248404912,60.68603857145999,16.973631376092104,Dinner,1,1,1
69,Upma 4,301,7.626187440051192,24.5184320377721,16.285375246521056,Lunch,0,0,0
70,Poha 4,179,9.642969345493018,60.18533386585048,24.385885724795088,Snacks,1,1,0
71,Paratha 4,269,10.682858023970741,74.64177287488238,1.937468011787785,Dinner,0,0,0
72,Paneer Tikka 4,251,8.919691673214295,58.73052711145599,24.671723373594048,Lunch,0,0,1
73,Mixed Veg 4,137,5.604939109758677,58.34930175621266,20.547906727214073,Lunch,1,0,1
